Photodiode,AsyncPulse,BonsaiTime,ArduinoTime
11,0,60198561.2288,4907
6,0,60198562.2144,4907
5,0,60198563.2768,4907
6,0,60198564.3008,4917
10,0,60198565.3632,4917
12,0,60198566.4256,4917
6,0,60198567.3984,4917
9,0,60198568.4352,4917
14,0,60198569.5232,4917
12,0,60198570.6624,4917
12,0,60198571.6736,4917
14,0,60198572.7232,4917
7,0,60198573.7088,4917
11,0,60198574.8096,4927
11,0,60198575.872,4927
10,0,60198576.96,4927
10,0,60198577.9968,4927
8,0,60198578.9824,4927
11,0,60198580.1216,4927
10,0,60198581.184,4927
13,0,60198582.272,4927
13,0,60198583.3216,4927
6,0,60198584.3328,4927
12,0,60198585.408,4937
11,0,60198586.4576,4937
12,0,60198587.5328,4937
12,0,60198588.608,4937
5,0,60198589.5552,4937
8,0,60198590.5792,4937
10,0,60198591.7184,4937
10,0,60198592.7552,4937
12,0,60198593.8304,4937
10,0,60198594.9184,4947
8,0,60198595.8656,4947
11,0,60198597.0688,4947
12,0,60198598.0288,4947
12,0,60198599.1296,4947
7,0,60198600.0896,4947
6,0,60198601.1264,4947
10,0,60198602.2272,4947
8,0,60198603.2384,4947
12,0,60198604.3392,4957
13,0,60198605.376,4957
12,0,60198606.4384,4957
13,0,60198607.488,4957
12,0,60198608.5632,4957
13,0,60198609.6256,4957
13,0,60198610.7008,4957
8,0,60198611.6608,4957
9,0,60198612.6976,4957
11,0,60198613.824,4957
13,0,60198614.8608,4967
13,0,60198615.9232,4967
7,0,60198616.9088,4967
10,0,60198618.0096,4967
14,0,60198619.0848,4967
13,0,60198620.1856,4967
11,0,60198621.248,4967
6,0,60198622.2208,4967
9,0,60198623.232,4967
11,0,60198624.384,4967
13,0,60198625.3824,4977
12,0,60198626.4832,4977
12,0,60198627.52,4977
12,0,60198628.5824,4977
11,0,60198629.6704,4977
10,0,60198630.72,4977
12,0,60198631.7952,4977
8,0,60198632.768,4977
13,0,60198633.8816,4977
14,0,60198634.944,4987
9,0,60198635.9168,4987
12,0,60198637.0176,4987
10,0,60198638.1312,4987
12,0,60198639.1808,4987
12,0,60198640.2304,4987
7,0,60198641.2288,4987
6,0,60198642.2272,4987
7,0,60198643.3024,4987
9,0,60198644.288,4997
11,0,60198645.3888,4997
12,0,60198646.4256,4997
12,0,60198647.488,4997
6,0,60198648.4864,4997
6,0,60198649.5232,4997
6,0,60198650.5216,4997
6,0,60198651.5456,4997
8,0,60198652.5696,4997
10,0,60198653.7984,4997
12,0,60198654.7328,5007
11,0,60198655.808,5007
14,0,60198656.8832,5007
9,0,60198657.856,5007
6,0,60198658.8672,5007
13,0,60198659.9808,5007
12,0,60198661.0432,5007
11,0,60198662.1312,5007
11,0,60198663.1808,5007
11,0,60198664.2944,5017
9,0,60198665.28,5017
12,0,60198666.3808,5017
12,0,60198667.4048,5017
11,0,60198668.4672,5017
10,0,60198669.5424,5017
13,0,60198670.6432,5017
13,0,60198671.68,5017
7,0,60198672.6528,5017
4,0,60198673.6768,5017
6,0,60198674.7904,5027
9,0,60198675.712,5027
11,0,60198676.8256,5027
11,0,60198678.0032,5027
13,0,60198678.9504,5027
5,0,60198680.0384,5027
5,0,60198680.96,5027
7,0,60198681.9712,5027
6,0,60198682.9824,5027
5,0,60198684.0192,5037
10,0,60198685.1456,5037
11,0,60198686.2464,5037
12,0,60198687.2832,5037
11,0,60198688.3968,5037
6,0,60198689.344,5037
12,0,60198690.4192,5037
10,0,60198691.4688,5037
14,0,60198692.544,5037
12,0,60198693.6064,5037
11,0,60198694.656,5047
13,0,60198695.744,5047
13,0,60198696.8064,5047
13,0,60198697.8816,5047
10,0,60198698.9312,5047
8,0,60198699.9168,5047
6,0,60198701.056,5047
9,0,60198701.9648,5047
12,0,60198703.0784,5047
12,0,60198704.256,5057
14,0,60198705.2544,5057
12,0,60198706.2912,5057
12,0,60198707.4048,5057
11,0,60198708.5184,5057
13,0,60198709.4912,5057
12,0,60198710.5152,5057
6,0,60198711.5264,5057
9,0,60198712.5248,5057
11,0,60198713.7536,5057
14,0,60198714.688,5067
12,0,60198715.776,5067
12,0,60198716.8384,5067
13,0,60198717.9008,5067
12,0,60198718.9504,5067
7,0,60198719.9488,5067
10,0,60198721.0496,5067
9,0,60198722.0352,5067
9,0,60198723.0464,5067
6,0,60198724.2368,5067
12,0,60198725.184,5078
9,0,60198726.208,5078
11,0,60198727.296,5078
14,0,60198728.3456,5078
12,0,60198729.3952,5078
10,0,60198730.4448,5078
12,0,60198731.52,5078
8,0,60198732.5056,5078
7,0,60198733.5168,5078
12,0,60198734.6944,5078
12,0,60198735.6928,5088
10,0,60198736.768,5088
7,0,60198737.7408,5088
7,0,60198738.7648,5088
8,0,60198739.776,5088
14,0,60198740.8768,5088
10,0,60198741.952,5088
11,0,60198743.0144,5088
7,0,60198744,5088
11,0,60198745.1648,5088
11,0,60198746.24,5098
9,0,60198747.1488,5098
14,0,60198748.2624,5098
13,0,60198749.3504,5098
10,0,60198750.4,5098
10,0,60198751.424,5098
10,0,60198752.4992,5098
10,0,60198753.5488,5098
12,0,60198754.624,5098
12,0,60198755.712,5108
9,0,60198756.672,5108
14,0,60198757.7728,5108
13,0,60198758.8224,5108
12,0,60198759.8976,5108
14,0,60198760.9728,5108
13,0,60198762.0352,5108
5,0,60198762.9952,5108
6,0,60198764.032,5108
9,0,60198765.12,5108
6,0,60198766.0928,5118
9,0,60198767.1552,5118
13,0,60198768.256,5118
12,0,60198769.3056,5118
13,0,60198770.4064,5118
13,0,60198771.4176,5118
10,0,60198772.48,5118
8,0,60198773.4784,5118
9,0,60198774.4896,5118
13,0,60198775.6672,5128
10,0,60198776.6784,5128
13,0,60198777.728,5128
12,0,60198778.8032,5128
13,0,60198779.8784,5128
13,0,60198780.928,5128
10,0,60198782.0032,5128
12,0,60198783.0528,5128
13,0,60198784.1536,5128
12,0,60198785.2032,5138
7,0,60198786.1632,5138
6,0,60198787.2128,5138
9,0,60198788.2496,5138
12,0,60198789.3504,5138
13,0,60198790.4128,5138
13,0,60198791.4496,5138
7,0,60198792.4352,5138
5,0,60198793.4592,5138
7,0,60198794.5216,5138
11,0,60198795.584,5148
13,0,60198796.6464,5148
13,0,60198797.7088,5148
5,0,60198798.7072,5148
12,0,60198799.7952,5148
10,0,60198800.8704,5148
6,0,60198801.8176,5148
12,0,60198802.9312,5148
12,0,60198804.032,5148
12,0,60198805.0944,5148
12,0,60198806.1696,5158
12,0,60198807.2064,5158
14,0,60198808.3072,5158
10,0,60198809.3952,5158
8,0,60198810.3552,5158
9,0,60198811.3536,5158
12,0,60198812.4672,5158
13,0,60198813.5424,5158
10,0,60198814.6176,5168
8,0,60198815.5648,5168
6,0,60198816.5888,5168
8,0,60198817.6128,5168
10,0,60198818.7136,5168
12,0,60198819.7888,5168
14,0,60198820.8512,5168
7,0,60198821.8368,5168
7,0,60198822.8608,5168
10,0,60198823.9616,5168
9,0,60198824.96,5178
7,0,60198825.9712,5178
8,0,60198826.9952,5178
11,0,60198828.0832,5178
11,0,60198829.1584,5178
13,0,60198830.2592,5178
10,0,60198831.3088,5178
13,0,60198832.3968,5178
8,0,60198833.3568,5178
12,0,60198834.432,5178
11,0,60198835.5072,5188
12,0,60198836.5568,5188
8,0,60198837.5424,5188
7,0,60198838.5664,5188
7,0,60198839.5904,5188
7,0,60198840.9344,5188
10,0,60198841.7152,5188
12,0,60198842.7904,5188
10,0,60198843.8528,5188
10,0,60198844.9024,5188
8,0,60198845.9008,5198
11,0,60198846.9888,5198
12,0,60198848.064,5198
7,0,60198849.0496,5198
11,0,60198850.1632,5198
10,0,60198851.264,5198
13,0,60198852.3136,5198
12,0,60198853.4144,5198
10,0,60198854.4256,5198
11,0,60198855.488,5208
8,0,60198856.4608,5208
8,0,60198857.4976,5208
9,0,60198858.5216,5208
11,0,60198859.6224,5208
9,0,60198860.5952,5208
8,0,60198861.6192,5208
6,0,60198862.6432,5208
11,0,60198863.744,5208
9,0,60198864.7424,5218
10,0,60198865.8816,5218
8,0,60198866.8032,5218
10,0,60198867.9296,5218
8,0,60198868.9152,5218
12,0,60198870.016,5218
12,0,60198871.0656,5218
12,0,60198872.1664,5218
13,0,60198873.216,5218
8,0,60198874.2144,5218
13,0,60198875.3024,5228
13,0,60198876.416,5228
13,0,60198877.4144,5228
11,0,60198878.4896,5228
8,0,60198879.4752,5228
10,0,60198880.5632,5228
13,0,60198881.6512,5228
5,0,60198882.624,5228
8,0,60198883.648,5228
10,0,60198885.0432,5228
12,0,60198885.8624,5238
12,0,60198886.8864,5238
9,0,60198887.872,5238
13,0,60198888.96,5238
12,0,60198890.048,5238
12,0,60198891.1616,5238
10,0,60198892.224,5238
8,0,60198893.1712,5238
12,0,60198894.3232,5238
6,0,60198895.2704,5248
9,0,60198896.32,5248
13,0,60198897.4208,5248
11,0,60198898.4448,5248
10,0,60198899.52,5248
10,0,60198900.5696,5248
11,0,60198901.6192,5248
6,0,60198902.6048,5248
7,0,60198903.6288,5248
9,0,60198904.6912,5258
11,0,60198905.7792,5258
14,0,60198906.8288,5258
12,0,60198907.8912,5258
5,0,60198908.864,5258
6,0,60198909.888,5258
8,0,60198910.9248,5258
10,0,60198912.0128,5258
14,0,60198913.1008,5258
12,0,60198914.2656,5258
12,0,60198915.2768,5268
13,0,60198916.3136,5268
11,0,60198917.4144,5268
11,0,60198918.4128,5268
11,0,60198919.4752,5268
11,0,60198920.5504,5268
11,0,60198921.6,5268
7,0,60198922.5856,5268
13,0,60198923.6992,5268
11,0,60198924.992,5278
11,0,60198925.8496,5278
13,1,60198926.8864,5278
12,1,60198927.9744,5278
12,1,60198929.0368,5278
5,1,60198930.0224,5278
11,1,60198931.2256,5278
11,1,60198932.224,5278
8,1,60198933.1712,5278
10,1,60198934.3232,5278
12,1,60198935.36,5288
13,1,60198936.4096,5288
10,1,60198937.472,5288
8,1,60198938.4576,5288
13,1,60198939.5584,5288
11,1,60198940.608,5288
13,1,60198941.6832,5288
13,1,60198942.7584,5288
12,1,60198943.8208,5288
5,1,60198944.7936,5298
5,1,60198945.8176,5298
7,1,60198946.8416,5298
10,1,60198947.9424,5298
6,1,60198948.928,5298
11,1,60198950.0288,5298
7,1,60198951.0016,5298
13,1,60198952.1024,5298
12,1,60198953.216,5298
13,1,60198954.2784,5298
13,1,60198955.328,5308
9,1,60198956.3264,5308
13,1,60198957.4272,5308
12,1,60198958.4768,5308
12,1,60198959.5264,5308
13,1,60198960.6016,5308
11,1,60198961.6768,5308
12,1,60198962.7392,5308
8,1,60198963.712,5308
11,1,60198964.8384,5318
10,1,60198965.888,5318
11,1,60198966.9504,5318
14,1,60198968.0256,5318
11,1,60198969.088,5318
11,1,60198970.176,5318
10,1,60198971.2256,5318
10,1,60198972.2752,5318
11,1,60198973.376,5318
11,1,60198974.4256,5318
12,1,60198975.4752,5328
9,1,60198976.5376,5328
11,1,60198977.5488,5328
13,1,60198978.6112,5328
12,1,60198979.6992,5328
13,1,60198980.7616,5328
13,1,60198981.824,5328
11,1,60198982.8864,5328
12,1,60198983.936,5328
8,1,60198984.9344,5338
12,1,60198986.0224,5338
11,1,60198987.1104,5338
14,1,60198988.1856,5338
11,1,60198989.2736,5338
11,1,60198990.3232,5338
8,1,60198991.3344,5338
10,1,60198992.4352,5338
12,1,60198993.4592,5338
10,1,60198994.5344,5348
9,1,60198995.5072,5348
13,1,60198996.6592,5348
5,1,60198997.5936,5348
11,1,60198998.6944,5348
9,1,60198999.6928,5348
11,1,60199000.7936,5348
10,1,60199001.8432,5348
13,1,60199002.9312,5348
11,1,60199003.968,5348
13,1,60199005.0432,5358
8,1,60199006.0288,5358
12,1,60199007.1808,5358
10,1,60199008.2304,5358
13,1,60199009.28,5358
7,1,60199010.2784,5358
8,1,60199011.2768,5358
9,1,60199012.3264,5358
11,1,60199013.44,5358
6,1,60199014.3872,5358
10,1,60199015.4752,5368
6,1,60199016.4608,5368
12,1,60199017.5616,5368
13,1,60199018.6368,5368
11,1,60199019.6992,5368
11,1,60199020.7488,5368
13,1,60199021.824,5368
13,1,60199022.8992,5368
12,1,60199023.9616,5368
14,1,60199025.024,5378
11,1,60199026.112,5378
11,1,60199027.1872,5378
9,1,60199028.1856,5378
10,1,60199029.2736,5378
11,1,60199030.336,5378
12,1,60199031.4368,5378
8,1,60199032.384,5378
