VideoFrameCount,LEDAsync,ArduinoTime,BonsaiTime
0,67474,7015,60436997.0432
0,66621,7035,60443986.7008
1,64064,7085,60444013.056
2,62865,7115,60444060.1344
3,61395,7146,60444091.7632
4,58849,7186,60444125.0304
5,60026,7226,60444157.3888
6,61199,7266,60444205.5168
7,63013,7296,60444236.672
8,65152,7326,60444269.3632
9,68055,7356,60444300.5568
10,68949,7406,60444333.2352
11,68923,7436,60444381.0944
12,68667,7467,60444413.1328
13,68602,7507,60444445.4016
14,69073,7547,60444477.0432
15,68603,7587,60444524.9024
16,69376,7617,60444558.1824
17,69675,7648,60444589.2992
18,69607,7678,60444621.6704
19,69679,7728,60444653.0432
20,69594,7758,60444702.2592
21,173907,7788,60444733.6064
22,234154,7828,60444765.8112
23,234338,7868,60444798.2848
24,234396,7908,60444845.12
25,234065,7938,60444878.1824
26,234208,7968,60444910.1184
27,234190,7999,60444941.9776
28,234239,8049,60444973.696
29,234051,8079,60445021.6704
30,233905,8109,60445052.7616
31,234153,8139,60445086.0288
32,233967,8190,60445117.2224
33,233656,8220,60445166.3232
34,233668,8260,60445197.8112
35,148738,8290,60445229.7728
36,68940,8320,60445261.504
37,69221,8370,60445292.7232
38,69405,8400,60445342.2848
39,69427,8430,60445372.7488
40,69311,8470,60445405.8112
41,69324,8511,60445437.76
42,70133,8541,60445485.6064
43,69609,8581,60445517.5296
44,69541,8611,60445548.8256
45,69198,8641,60445582.4896
46,69465,8692,60445612.7616
47,69500,8722,60445662.208
48,69504,8752,60445693.6448
49,69695,8782,60445725.4272
50,69034,8832,60445757.5552
51,69670,8862,60445806.0544
52,70559,8902,60445837.3632
53,70277,8932,60445870.2336
54,70371,8962,60445900.7488
55,69600,9013,60445934.336
56,69252,9043,60445982.144
57,69910,9073,60446013.6448
58,69820,9103,60446045.4272
59,70322,9153,60446077.5424
60,69727,9184,60446124.7872
61,69814,9214,60446158.6048
62,69810,9254,60446188.8768
63,69691,9304,60446222.0416
64,70096,9334,60446269.888
65,70133,9364,60446301.8624
66,69804,9394,60446333.5168
67,70228,9424,60446364.9664
68,70516,9474,60446398.1184
69,70537,9504,60446444.608
