VideoFrameCount,LEDAsync,ArduinoTime,BonsaiTime
20,38772,7075,57384108.4544
21,38571,7105,57384139.7376
22,43557,7136,57384173.7088
23,57891,7186,57384204.3008
24,38900,7216,57384252.1728
25,38671,7246,57384283.1488
26,38435,7276,57384316.7616
27,50896,7316,57384348.1472
28,76936,7356,57384379.8912
29,38624,7396,57384427.9808
30,38831,7426,57384459.2768
31,38311,7456,57384492.9792
32,38515,7507,57384524.2368
33,39367,7537,57384571.9168
34,39736,7567,57384604.0704
35,39302,7597,57384635.6608
36,38600,7638,57384668.2368
37,38763,7678,57384700.4416
38,39066,7708,57384747.8528
39,39051,7748,57384779.2128
40,39109,7778,57384813.184
41,38194,7828,57384844.8512
42,38556,7858,57384891.4688
43,39450,7888,57384923.648
44,40221,7918,57384956.0704
45,39197,7958,57384988.5184
46,39131,7999,57385019.6096
47,39060,8039,57385067.1232
48,56969,8069,57385100.032
49,39236,8099,57385133.6704
50,38722,8150,57385164.7232
51,38442,8180,57385211.072
52,38254,8210,57385243.9808
53,39037,8240,57385277.9648
54,39248,8270,57385307.5712
55,39542,8320,57385339.8144
56,38915,8360,57385388.096
57,39106,8390,57385420.8384
58,39187,8420,57385451.4944
59,39378,8470,57385483.904
60,39771,8501,57385532.5184
61,39024,8531,57385565.2352
62,38720,8561,57385596.0704
63,39011,8611,57385628.6208
64,39204,8641,57385676.0832
65,39701,8672,57385707.712
66,38895,8712,57385739.7632
67,38336,8742,57385772.608
68,38675,8792,57385804.3776
69,52823,8822,57385852.096
70,45127,8852,57385883.7504
71,39103,8882,57385916.3136
72,38662,8932,57385948.2368
73,38796,8962,57385996.224
74,56656,8992,57386028.4928
75,93276,9033,57386060.7104
76,55073,9063,57386092.0064
77,55637,9113,57386125.12
78,55011,9143,57386171.9936
79,55525,9174,57386205.0816
80,148920,9204,57386237.1456
81,55734,9254,57386268.928
82,55492,9284,57386316.288
83,54664,9314,57386348.6336
84,54881,9354,57386380.16
85,55865,9384,57386412.672
86,59634,9434,57386444.6976
87,55019,9464,57386493.44
88,39576,9494,57386524.9152
89,38647,9525,57386557.2992
90,55430,9575,57386589.2224
91,56191,9605,57386637.3888
92,39530,9635,57386669.0048
93,38925,9675,57386700.9152
94,38729,9706,57386732.1344
95,98502,9756,57386764.736
96,40473,9786,57386813.376
97,39022,9816,57386845.1072
98,38363,9846,57386877.2224
99,38558,9896,57386908.0576
100,39311,9926,57386956.7744
101,39385,9956,57386988.224
102,39404,9996,57387021.2352
103,38572,10027,57387052.1728
104,38856,10067,57387085.2352
105,39548,10107,57387132.16
106,39455,10137,57387164.9408
107,38931,10167,57387196.2496
108,38669,10218,57387229.5296
109,39309,10248,57387276.1728
110,39813,10278,57387309.9008
111,40081,10318,57387341.056
112,39532,10348,57387373.6576
113,39208,10388,57387404.992
114,39245,10428,57387452.3008
115,40353,10458,57387485.44
116,39843,10488,57387518.0672
117,39684,10539,57387549.4784
118,38788,10569,57387596.1856
119,39053,10599,57387629.696
120,39057,10629,57387660.48
121,39174,10669,57387692.3776
122,39079,10710,57387724.1216
123,38472,10750,57387772.864
