VideoFrameCount,LEDAsync,ArduinoTime,BonsaiTime
196,33663,15558,55169222.912
197,33383,15588,55169254.7968
198,34364,15638,55169287.3472
199,33707,15669,55169336.9472
200,33429,15709,55169368.0256
201,33254,15739,55169399.7952
202,33153,15779,55169431.5136
203,33881,15819,55169479.2576
204,33734,15850,55169513.1904
205,30481,15880,55169543.1936
206,24277,15910,55169576.0256
207,23921,15960,55169608.1152
208,23978,15990,55169656.3968
209,24145,16020,55169687.8848
210,23975,16060,55169719.5904
211,23353,16110,55169752.6272
212,23428,16140,55169800.5888
213,23484,16171,55169831.8976
214,23770,16201,55169863.7568
215,24061,16231,55169895.5008
216,23086,16281,55169926.5024
217,23058,16311,55169975.5008
218,23096,16342,55170006.9376
219,23524,16382,55170039.9104
220,23852,16422,55170071.744
221,22802,16452,55170119.8592
222,22770,16492,55170151.0144
223,22938,16522,55170183.7824
224,23299,16552,55170215.424
225,24817,16602,55170247.6416
226,23830,16632,55170295.9104
227,23503,16662,55170327.2192
228,23828,16703,55170360.0128
229,23894,16743,55170392.5248
230,24165,16783,55170440.2048
231,23478,16813,55170471.8464
232,23921,16843,55170503.8336
233,23669,16874,55170535.7312
234,24695,16924,55170568.6016
235,24530,16954,55170615.8592
236,23352,16984,55170648.4352
237,24009,17024,55170679.7568
238,23749,17064,55170712.5632
239,24736,17104,55170759.4368
240,23535,17134,55170792.4992
241,23648,17164,55170824.0768
242,23759,17195,55170856.6528
243,23473,17245,55170888.2048
244,23412,17275,55170934.5024
245,23576,17305,55170967.6672
246,23199,17335,55170999.2448
247,23062,17386,55171030.8608
248,23540,17416,55171078.7072
249,23655,17456,55171111.5136
250,24029,17486,55171144.192
251,23850,17536,55171175.2192
252,23386,17566,55171222.7584
253,22977,17596,55171255.1424
254,23094,17626,55171287.8464
255,23128,17666,55171320.1408
256,23160,17707,55171352.6016
257,23147,17747,55171399.7184
258,22834,17777,55171432.64
259,22746,17807,55171463.7824
260,22712,17857,55171496.2176
261,22910,17888,55171543.5008
262,22519,17918,55171576.384
263,22773,17948,55171608.8192
264,22693,17978,55171639.8592
265,22748,18028,55171672.0256
266,23202,18058,55171720.384
267,23523,18098,55171751.7696
268,23543,18128,55171784.1664
269,23166,18178,55171816.5248
270,23024,18208,55171863.5264
271,23347,18239,55171896.2304
272,26738,18269,55171926.9632
273,32969,18299,55171960.64
274,24398,18349,55171992.0256
275,34366,18379,55172039.7568
276,33507,18420,55172071.936
277,33206,18450,55172103.488
278,33044,18500,55172136.3712
279,34207,18530,55172184.2048
280,34786,18560,55172216.3072
281,34030,18590,55172248.1536
282,32772,18620,55172280.4864
283,33971,18670,55172311.9872
284,34486,18710,55172360.64
285,33859,18741,55172393.1904
286,33666,18771,55172423.7184
287,33429,18821,55172456.8704
288,33748,18851,55172503.6416
289,24352,18881,55172536.2048
290,23168,18912,55172568.4096
291,23604,18942,55172600.1408
292,23632,18992,55172631.9232
293,24409,19022,55172680.2432
294,24251,19062,55172712.8448
295,23575,19092,55172744.4224
296,23592,19142,55172777.2928
297,23611,19172,55172824.6784
298,25146,19202,55172856.6144
299,23637,19232,55172888.4608
300,22838,19263,55172920.6144
301,23000,19313,55172951.7568
302,23295,19343,55172999.8592
303,23808,19383,55173031.2192
304,23384,19414,55173063.5392
305,23064,19454,55173095.1424
306,22909,19494,55173143.6416
307,23307,19524,55173175.168
308,23972,19554,55173208.576
309,24519,19584,55173240.5248
310,23062,19634,55173272.1536
311,22947,19664,55173320.9216
312,23158,19704,55173352.5376
313,23060,19734,55173384.2304
314,23364,19775,55173416.64
315,23398,19815,55173464.3712
316,23644,19845,55173496.1792
317,23386,19875,55173528.512
318,23249,19905,55173560.9984
319,23093,19956,55173592.6016
320,23068,19986,55173643.4304
321,23035,20026,55173671.936
322,23033,20056,55173705.1392
323,22990,20096,55173736.9344
324,22726,20136,55173783.7568
325,22680,20166,55173816.9344
326,22990,20196,55173848.3072
327,23191,20226,55173880.7552
328,23083,20277,55173911.7312
329,23239,20307,55173960.6144
330,23377,20337,55173991.6032
331,23590,20377,55174024.2944
332,23049,20417,55174055.9744
333,22839,20458,55174103.8208
334,22960,20488,55174135.7696
335,23340,20518,55174167.8848
336,23726,20568,55174201.4336
337,23603,20598,55174248.2944
338,23290,20628,55174280.2944
339,23551,20668,55174312.5504
340,23925,20698,55174344.704
341,24387,20748,55174376.9344
342,24660,20779,55174424.6912
343,23470,20809,55174456.5504
344,23245,20839,55174488.3968
345,23697,20889,55174520.8192
346,24053,20919,55174568.7168
347,25500,20950,55174601.0496
348,24124,20980,55174632.3456
349,23315,21020,55174664.6144
350,23543,21060,55174697.5744
351,23764,21100,55174744.7168
352,24221,21130,55174776.4352
353,24319,21160,55174808.8704
354,24463,21210,55174840.1152
355,24253,21240,55174888.2944
356,24521,21270,55174920.2944
357,24200,21301,55174952.2176
358,24193,21341,55174983.8848
359,24002,21381,55175015.68
360,23853,21421,55175063.2704
361,24164,21451,55175096.6272
362,23744,21482,55175127.7184
363,23855,21532,55175160.5632
364,25006,21562,55175209.1776
365,24435,21592,55175240.3584
366,23536,21622,55175272.5504
367,23914,21662,55175304.0768
368,23634,21702,55175337.1008
369,23988,21742,55175385.024
370,24790,21772,55175416.2304
371,23592,21803,55175448.9344
372,23357,21853,55175480.3328
373,23319,21883,55175529.1136
374,23618,21913,55175561.0496
375,23954,21943,55175592.4736
376,23933,21984,55175624.5248
377,24058,22024,55175656.8576
378,26604,22064,55175704.0896
379,33037,22094,55175736.8064
380,33159,22124,55175768.8832
381,33200,22174,55175801.4336
382,32951,22204,55175848.6016
383,32633,22234,55175880.9088
384,33218,22264,55175911.6288
385,33264,22304,55175943.6544
386,34265,22345,55175977.1264
387,34399,22375,55176023.3728
388,33840,22415,55176056.3456
389,33690,22445,55176087.9744
390,33277,22496,55176120.9472
391,33347,22526,55176168.0384
392,29755,22556,55176201.2032
393,23264,22586,55176232.6144
394,22795,22616,55176265.152
395,22652,22666,55176296.8576
396,22824,22696,55176344.96
397,23183,22736,55176376.768
398,23709,22766,55176408.7424
399,24116,22816,55176440.448
400,23561,22847,55176488.1408
401,23767,22877,55176521.1136
402,23418,22907,55176552.3968
403,23348,22937,55176585.5232
404,23225,22987,55176616.2304
405,23359,23018,55176664.6144
406,22980,23058,55176696.9344
407,23014,23088,55176728.6912
408,23051,23138,55176760.8192
409,23398,23168,55176808.4224
410,23929,23198,55176840.3584
411,24881,23228,55176872.9472
412,24097,23258,55176906.048
413,23905,23308,55176936.8064
414,23678,23339,55176983.2576
415,23103,23369,55177015.6416
416,24037,23409,55177048.0768
417,24398,23459,55177079.3344
418,23618,23489,55177128.9216
419,23197,23520,55177159.9232
420,23274,23550,55177192.6912
421,23736,23600,55177224.32
422,24218,23630,55177272.6016
423,24416,23660,55177304.0384
424,23919,23700,55177337.5872
425,23934,23730,55177369.1008
426,23576,23780,55177400.5888
427,23667,23810,55177448.6656
428,24174,23840,55177480.5376
429,23536,23871,55177512.5888
430,24013,23921,55177545.4336
431,23880,23951,55177592.576
432,23580,23981,55177624.5248
433,23698,24011,55177656.576
434,23139,24052,55177688.896
435,23124,24092,55177723.8528
436,29094,24132,55177769.2544
437,33676,24162,55177801.024
438,35060,24192,55177832.6144
439,35401,24242,55177864.768
440,34579,24272,55177912.1536
441,34152,24302,55177943.9104
442,33398,24332,55177976.9984
443,33774,24373,55178008.3328
444,34024,24413,55178039.4752
445,33805,24453,55178088.0384
446,33327,24483,55178120.3456
447,33663,24513,55178153.1904
448,33521,24564,55178184.32
449,33490,24594,55178232.0896
450,27695,24624,55178265.1136
451,23138,24664,55178296.9216
452,23364,24694,55178329.4464
453,23169,24734,55178360.7296
454,23377,24774,55178408.9856
455,23729,24804,55178440.384
456,24113,24834,55178473.088
457,24286,24885,55178504.7168
458,24296,24915,55178553.2288
459,23952,24945,55178584.9088
460,23839,24975,55178616.8832
461,24246,25015,55178648.5248
462,24107,25056,55178680.5632
463,23467,25096,55178728.9856
464,23490,25126,55178761.8432
465,23124,25156,55178792.3712
466,23769,25206,55178825.7408
467,23385,25236,55178872.7424
468,23473,25266,55178905.3952
469,24253,25296,55178936.0896
470,23716,25336,55178968.8704
471,23561,25376,55179000.4992
472,23714,25407,55179048.5888
473,23510,25447,55179079.7568
474,23937,25477,55179112.6912
475,24150,25527,55179144.5504
476,23449,25558,55179192.9856
477,23782,25588,55179224.5504
478,23778,25618,55179256.9984
479,23596,25648,55179288.9728
480,24234,25698,55179320.6784
481,23523,25738,55179368.6656
482,22801,25768,55179401.2416
