Wheel,LastSyncPulseTime,ArduinoTime,BonsaiTime,RenderFrameCount
598,4688,6944,61534092.7616,420
598,4688,6955,61534102.9632,420
598,4688,6965,61534113.1904,421
598,4688,6975,61534123.4176,422
598,4688,6985,61534133.5296,422
598,4688,6995,61534143.7696,423
598,4688,7005,61534153.024,423
598,4688,7015,61534163.3408,424
598,4688,7025,61534173.4656,425
598,4688,7035,61534183.6032,425
598,4688,7045,61534192.9088,426
598,4688,7055,61534203.1232,426
598,4688,7065,61534213.3248,427
598,4688,7075,61534223.5136,428
598,4688,7085,61534232.6656,428
598,4688,7095,61534242.8672,429
598,4688,7105,61534253.0688,429
598,4688,7115,61534263.5008,430
598,4688,7126,61534273.5104,431
598,4688,7136,61534283.7376,431
598,4688,7146,61534294.016,432
598,4688,7156,61534304.1664,432
598,4688,7166,61534314.3936,433
598,4688,7176,61534323.712,434
598,4688,7186,61534333.888,434
598,4688,7196,61534344.1408,435
598,4688,7206,61534354.2272,435
598,4688,7216,61534363.4688,436
598,4688,7226,61534373.696,437
598,4688,7236,61534383.8848,437
598,4688,7246,61534394.1376,438
598,4688,7256,61534403.2768,438
598,4688,7266,61534413.5552,439
598,4688,7276,61534423.7056,440
598,4688,7286,61534433.9456,440
598,4688,7296,61534443.2128,441
598,4688,7306,61534453.4528,441
598,4688,7316,61534463.7184,442
598,4688,7326,61534473.792,443
598,4688,7336,61534484.0448,443
598,4688,7346,61534493.1968,444
598,4688,7356,61534503.4368,444
598,4688,7366,61534513.6,445
598,4688,7376,61534523.8656,446
598,4688,7386,61534533.0944,446
598,4688,7396,61534543.3856,447
598,4688,7406,61534553.6128,447
598,4688,7416,61534563.7376,448
598,4688,7426,61534572.9024,449
598,4688,7436,61534583.104,449
598,4688,7446,61534593.3568,450
598,4688,7456,61534603.6224,451
598,4688,7467,61534613.76,451
598,4688,7477,61534624.0256,452
598,4688,7487,61534634.2272,452
598,4688,7497,61534644.416,453
598,4688,7507,61534654.6688,454
598,4688,7517,61534663.7696,454
598,4688,7527,61534674.0608,455
598,4688,7537,61534684.224,455
598,4688,7547,61534694.4128,456
598,4688,7557,61534703.68,457
598,4688,7567,61534713.8944,457
598,4688,7577,61534724.1472,458
598,4688,7587,61534734.2976,458
598,4688,7597,61534743.5008,459
598,4688,7607,61534753.728,460
598,4688,7617,61534763.9552,460
598,4688,7627,61534774.1312,461
598,4688,7638,61534784.3968,461
598,4688,7648,61534794.5984,462
598,4688,7658,61534804.8256,463
598,4688,7668,61534815.104,463
598,4688,7678,61534825.2928,464
598,4688,7688,61534834.4192,464
598,4688,7698,61534844.6464,465
598,4688,7708,61534854.912,466
598,4688,7718,61534865.1008,466
