Item1.Item1.Id,Item1.Item1.Duration,Item1.Item1.Size,Item1.Item1.Colour1,Item1.Item1.Colour2,Item1.Item1.numDots1,Item1.Item1.numDots2,Item1.Item1.dotLifeBool,Item1.Item1.dotLifetime,Item1.Item1.Contrast1,Item1.Item1.Contrast2,Item1.Item1.VelX1,Item1.Item1.VelX2,Item1.Item1.VelY1,Item1.Item1.VelY2,Item1.Item1.Coherence1,Item1.Item1.Coherence2,Item1.Item2,Item2
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,15:57:06.9149184,49952
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,15:57:08.9511424,51990
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,15:57:10.9486080,53998
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,15:57:12.9488128,55996
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,15:57:14.9490560,58004
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,15:57:16.9493120,60012
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,15:57:18.9495552,62010
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,15:57:20.9510784,64018
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,15:57:22.9500672,66026
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,15:57:24.9503104,68033
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,15:57:26.9505536,70031
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,15:57:28.9507968,72039
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,15:57:30.9510656,74047
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,15:57:32.9513216,76044
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,15:57:34.9527296,78052
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,15:57:36.9518080,80060
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,15:57:38.9520512,82058
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,15:57:40.9522944,84066
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,15:57:42.9525632,86074
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,15:57:44.9528064,88072
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,15:57:46.9530496,90080
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,15:57:48.9545600,92087
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,15:57:50.9535488,94095
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,15:57:52.9538048,96093
