Item1.Item1.Id,Item1.Item1.Duration,Item1.Item1.Size,Item1.Item1.Colour1,Item1.Item1.Colour2,Item1.Item1.numDots1,Item1.Item1.numDots2,Item1.Item1.dotLifeBool,Item1.Item1.dotLifetime,Item1.Item1.Contrast1,Item1.Item1.Contrast2,Item1.Item1.VelX1,Item1.Item1.VelX2,Item1.Item1.VelY1,Item1.Item1.VelY2,Item1.Item1.Coherence1,Item1.Item1.Coherence2,Item1.Item2,Item2
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,16:07:27.1347840,88664
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,16:07:29.1617536,90692
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16:07:31.1592704,92700
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,16:07:33.1595136,94708
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,16:07:35.1597568,96705
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,16:07:37.1600128,98713
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,16:07:39.1602432,100721
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,16:07:41.1617536,102729
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,16:07:43.1607424,104726
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,16:07:45.1609984,106734
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16:07:47.1612672,108742
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,16:07:49.1614976,110750
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,16:07:51.1617536,112748
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,16:07:53.1619968,114756
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,16:07:55.1634944,116764
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,16:07:57.1624960,118762
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16:07:59.1627392,120769
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,16:08:01.1629952,122777
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,16:08:03.1632384,124785
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,16:08:05.1634944,126783
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,16:08:07.1637376,128790
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,16:08:09.1650944,130798
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,16:08:11.1642624,132796
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16:08:13.1654656,134804
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,16:08:15.1647360,136812
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,16:08:17.1649792,138820
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,16:08:19.1652224,140818
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,16:08:21.1654784,142826
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16:08:23.1668608,144833
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,16:08:25.1659776,146831
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,16:08:27.1662336,148839
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,16:08:29.1664768,150847
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,16:08:31.1667328,152854
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,16:08:33.1669888,154852
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,16:08:35.1672320,156860
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,16:08:37.1686528,158868
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,16:08:39.1677568,160866
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,16:08:41.1679744,162874
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16:08:43.1682304,164882
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,16:08:45.1684736,166890
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,16:08:47.1687168,168887
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,16:08:49.1689600,170895
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,16:08:51.1704320,172903
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16:08:53.1694848,174901
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,16:08:55.1697152,176908
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,16:08:57.1699712,178916
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,16:08:59.1702144,180924
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,16:09:01.1704832,182922
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,16:09:03.1707136,184930
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,16:09:05.1721216,186938
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,16:09:07.1712128,188936
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16:09:09.1714688,190944
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,16:09:11.1717376,192951
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,16:09:13.1719680,194949
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,16:09:15.1721984,196957
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,16:09:17.1724416,198965
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,16:09:19.1738752,200972
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,16:09:21.1729664,202970
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,16:09:23.1732096,204978
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,16:09:25.1734528,206986
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16:09:27.1737216,208984
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,16:09:29.1739520,210992
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,16:09:31.1741952,213000
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16:09:33.1756160,215008
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,16:09:35.1747200,217005
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,16:09:37.1749632,219013
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,16:09:39.1752064,221021
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,16:09:41.1754496,223019
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,16:09:43.1758720,225026
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,16:09:45.1759360,227034
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,16:09:47.1773952,229042
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,16:09:49.1764736,231040
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,16:09:51.1766912,233048
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,16:09:53.1769344,235056
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16:09:55.1771904,237054
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,16:09:57.1774848,239062
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,16:09:59.1776768,241069
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,16:10:01.1790592,243067
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,16:10:03.1781760,245075
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,16:10:05.1784448,247083
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,16:10:07.1787008,249090
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16:10:09.1789312,251088
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,16:10:11.1791744,253096
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,16:10:13.1794304,255104
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,16:10:15.1808512,257102
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,16:10:17.1799424,259110
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16:10:19.1801984,261108
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,16:10:21.1804288,263115
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,16:10:23.1806848,265123
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,16:10:25.1809280,267131
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,16:10:27.1811712,269129
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,16:10:29.1825792,271136
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,16:10:31.1816832,273144
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,16:10:33.1819264,275142
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,16:10:35.1822976,277150
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16:10:37.1824128,279158
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,16:10:39.1826688,281156
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,16:10:41.1829376,283164
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,16:10:43.1843584,285172
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,16:10:45.1834240,287179
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,16:10:47.1836672,289177
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,16:10:49.1839104,291185
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,16:10:51.1841664,293193
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,16:10:53.1844096,295190
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,16:10:55.1846784,297198
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,16:10:57.1860992,299206
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,16:10:59.1851648,301204
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,16:11:01.1854336,303212
