Item1.Item1.Id,Item1.Item1.Duration,Item1.Item1.Size,Item1.Item1.Colour1,Item1.Item1.Colour2,Item1.Item1.numDots1,Item1.Item1.numDots2,Item1.Item1.dotLifeBool,Item1.Item1.dotLifetime,Item1.Item1.Contrast1,Item1.Item1.Contrast2,Item1.Item1.VelX1,Item1.Item1.VelX2,Item1.Item1.VelY1,Item1.Item1.VelY2,Item1.Item1.Coherence1,Item1.Item1.Coherence2,Item1.Item2,Item2
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,17:18:55.3133824,64720
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,17:18:57.3547136,66768
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,17:18:59.3520384,68766
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,17:19:01.3522560,70774
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,17:19:03.3525248,72782
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,17:19:05.3527552,74780
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,17:19:07.3529984,76788
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,17:19:09.3546240,78795
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,17:19:11.3535104,80803
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,17:19:13.3537408,82801
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,17:19:15.3539968,84809
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,17:19:17.3542656,86816
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,17:19:19.3545088,88814
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,17:19:21.3547648,90822
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,17:19:23.3561472,92830
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,17:19:25.3553280,94838
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,17:19:27.3554944,96836
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,17:19:29.3557376,98844
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,17:19:31.3559808,100852
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,17:19:33.3562368,102859
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,17:19:35.3564800,104857
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,17:19:37.3580544,106865
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,17:19:39.3574400,108873
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,17:19:41.3576832,110880
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,17:19:43.3574912,112878
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,17:19:45.3577344,114886
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,17:19:47.3579776,116894
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,17:19:49.3582464,118902
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,17:19:51.3596544,120900
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,17:19:53.3587200,122908
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,17:19:55.3589760,124916
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,17:19:57.3592320,126923
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,17:19:59.3594752,128921
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,17:20:01.3597440,130929
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,17:20:03.3599616,132937
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,17:20:05.3614208,134944
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,17:20:07.3604608,136942
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,17:20:09.3607296,138950
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,17:20:11.3609728,140958
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,17:20:13.3612160,142956
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,17:20:15.3614848,144964
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,17:20:17.3617280,146972
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,17:20:19.3631232,148980
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,17:20:21.3622144,150977
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,17:20:23.3624832,152985
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,17:20:25.3627136,154993
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,17:20:27.3629696,157001
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,17:20:29.3633920,158998
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,17:20:31.3634560,161006
2,1,2,0,1,573,573,0,1,1,1,32,32,0,0,100,100,17:20:33.3649792,163014
4,1,2,0,1,573,573,0,1,1,1,128,128,0,0,100,100,17:20:35.3639680,165022
0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,17:20:37.3642112,167020
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,17:20:39.3644544,169028
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,17:20:41.3646976,171036
0,1,2,0,1,573,573,0,1,1,1,0,0,0,0,100,100,17:20:43.3649792,173044
1,1,2,0,1,573,573,0,1,1,1,16,16,0,0,100,100,17:20:45.3654656,175041
5,1,2,0,1,573,573,0,1,1,1,256,256,0,0,100,100,17:20:47.3666560,177049
3,1,2,0,1,573,573,0,1,1,1,64,64,0,0,100,100,17:20:49.3657344,179057
