Wheel,LastSyncPulseTime,ArduinoTime,BonsaiTime,RenderFrameCount
2654,9714,9836,58508547.1232,593
2659,9714,9846,58508557.0816,593
2664,9714,9856,58508566.3744,594
2669,9714,9866,58508576.576,594
2675,9714,9876,58508586.8288,595
2680,9714,9886,58508596.928,596
2685,9714,9896,58508607.0912,596
2690,9714,9906,58508616.3584,597
2695,9714,9916,58508626.56,598
2701,9714,9926,58508636.736,598
2706,9714,9936,58508647.0656,599
2711,9714,9946,58508656.192,599
2716,9714,9956,58508666.3296,600
2721,9714,9966,58508676.5568,601
2726,9714,9976,58508686.784,601
2730,9714,9986,58508696.0256,602
2735,9714,9996,58508706.2656,602
2739,9714,10006,58508716.608,603
2743,9714,10016,58508726.7328,604
2748,9714,10027,58508736.9728,604
2752,9714,10037,58508747.136,605
2756,9714,10047,58508757.3376,605
2760,9714,10057,58508767.6672,606
2763,9714,10067,58508777.7152,607
2767,9714,10077,58508786.9696,607
2770,9714,10087,58508797.1456,608
2774,9714,10097,58508807.36,609
2778,9714,10107,58508817.6512,609
2781,9714,10117,58508826.8416,610
2784,9714,10127,58508837.12,610
2788,9714,10137,58508847.1552,611
2791,9714,10147,58508857.4208,612
2794,9714,10157,58508866.6624,612
2798,9714,10167,58508877.12,613
2801,9714,10177,58508887.104,613
2804,9714,10187,58508897.344,614
2808,9714,10198,58508907.584,615
2811,9714,10208,58508917.7216,615
2814,9714,10218,58508927.9872,616
2817,9714,10228,58508938.1888,616
2820,9714,10238,58508948.3264,617
2823,9714,10248,58508957.6192,618
2826,9714,10258,58508967.7952,618
2829,9714,10268,58508978.0864,619
2832,9714,10278,58508988.2112,619
2835,9714,10288,58508997.4656,620
2838,9714,10298,58509007.6288,621
2841,9714,10308,58509017.8432,621
2844,9714,10318,58509027.9808,622
2847,9714,10328,58509037.1584,622
2851,9714,10338,58509047.4624,623
2854,9714,10348,58509057.6256,624
2857,9714,10358,58509067.9168,624
2860,9714,10368,58509077.1072,625
2863,9714,10378,58509087.2576,625
2866,9714,10388,58509097.536,626
2869,9714,10398,58509107.6992,627
2872,9714,10408,58509118.0416,627
2875,9714,10418,58509127.1936,628
2878,9714,10428,58509137.3696,628
2881,9714,10438,58509147.8144,629
2884,9714,10448,58509157.8368,630
2886,9714,10458,58509166.976,630
2889,9714,10468,58509177.8432,631
2892,9714,10478,58509187.328,631
2895,9714,10488,58509197.6448,632
2897,9714,10498,58509206.848,633
2900,9714,10508,58509216.96,633
2903,9714,10518,58509227.2896,634
2906,9714,10528,58509237.4272,634
2908,9714,10539,58509247.7568,635
2911,9714,10549,58509258.0352,636
2913,9714,10559,58509268.0704,636
2916,9714,10569,58509278.2464,637
2919,9714,10579,58509288.6272,638
2921,9714,10589,58509297.8176,638
2924,9714,10599,58509307.968,639
2927,9714,10609,58509318.1056,639
2930,9714,10619,58509328.3328,640
2933,9714,10629,58509337.5744,640
2936,9714,10639,58509347.7248,641
2939,9714,10649,58509358.016,642
2942,9714,10659,58509368.256,642
