Photodiode,AsyncPulse,BonsaiTime
65,0,49972126.5408
66,0,49972127.6288
77,0,49972128.6912
64,0,49972129.7664
61,0,49972130.8416
75,0,49972131.904
77,0,49972132.9536
76,0,49972134.0288
73,0,49972135.1808
67,0,49972136.2048
67,0,49972137.3184
73,0,49972138.3552
66,0,49972139.3792
67,0,49972140.4288
84,0,49972141.4656
76,0,49972142.5536
66,0,49972143.7312
77,0,49972144.6784
82,0,49972145.7792
80,0,49972146.8032
68,0,49972147.904
69,0,49972148.9536
79,0,49972150.0032
62,0,49972151.0912
68,0,49972152.1536
82,0,49972153.2416
67,0,49972154.304
63,0,49972155.3664
78,0,49972156.3904
74,0,49972157.4656
76,0,49972158.656
67,0,49972159.6288
67,0,49972160.7552
59,0,49972161.7408
62,0,49972162.7904
80,0,49972163.8528
69,0,49972164.928
66,0,49972166.0288
77,0,49972167.104
74,0,49972168.1536
67,0,49972169.4208
75,0,49972170.3168
79,0,49972171.3536
79,0,49972172.3904
68,0,49972173.4528
82,0,49972174.5024
76,0,49972175.5904
68,0,49972176.768
64,0,49972177.7152
74,0,49972178.7648
66,0,49972179.8272
72,0,49972180.9024
82,0,49972181.9648
83,0,49972183.04
81,0,49972184.1536
77,0,49972185.216
69,0,49972186.2528
66,0,49972187.3408
76,0,49972188.3776
78,0,49972189.4272
70,0,49972190.5024
63,0,49972191.5648
75,0,49972192.6912
83,0,49972193.6896
77,0,49972194.7776
72,0,49972195.8528
82,0,49972196.8896
81,0,49972197.9648
66,0,49972199.04
67,0,49972200.128
81,0,49972201.2416
59,0,49972202.3168
63,0,49972203.4048
66,0,49972204.352
82,0,49972205.4144
70,0,49972206.4768
59,0,49972207.5392
60,0,49972208.64
60,0,49972209.7024
60,0,49972210.7648
68,0,49972211.8272
76,0,49972212.8896
77,0,49972213.9648
65,0,49972215.0144
66,0,49972216.1152
75,0,49972217.1776
64,0,49972218.2528
66,0,49972219.3024
69,0,49972220.352
69,0,49972221.4144
60,0,49972222.4896
65,0,49972223.5392
84,0,49972224.6016
82,0,49972225.7792
72,0,49972226.816
78,0,49972227.8016
83,0,49972228.8768
82,0,49972229.9136
61,0,49972230.9888
74,0,49972232.1024
80,0,49972233.2032
63,0,49972234.2144
64,0,49972235.4176
60,0,49972236.352
69,0,49972237.4144
78,0,49972238.464
78,0,49972239.7568
68,0,49972240.6144
74,0,49972241.9072
81,0,49972242.752
66,0,49972243.8016
75,0,49972244.8512
81,0,49972245.9264
58,0,49972247.0016
60,0,49972248.0384
66,0,49972249.152
79,0,49972250.2144
77,0,49972251.264
66,0,49972252.3648
75,0,49972253.4912
69,0,49972254.4384
66,0,49972255.5136
84,0,49972256.5888
78,0,49972257.6512
62,0,49972258.7008
64,0,49972259.776
64,0,49972261.7088
68,0,49972261.9648
69,0,49972262.976
76,0,49972264.0384
71,0,49972265.152
67,0,49972266.176
76,0,49972267.264
82,0,49972268.3648
66,0,49972269.376
75,0,49972270.464
77,0,49972271.488
67,0,49972272.576
73,0,49972273.6128
83,0,49972274.688
63,0,49972275.7632
68,0,49972276.8384
80,0,49972277.8752
75,0,49972278.9504
66,0,49972280.0128
61,0,49972281.1904
82,0,49972282.1632
70,0,49972283.2128
65,0,49972284.3136
68,0,49972285.376
78,0,49972286.4256
84,0,49972287.488
79,0,49972288.5504
72,0,49972289.6128
69,0,49972290.6752
81,0,49972291.776
75,0,49972292.8128
71,0,49972293.8624
72,0,49972294.9504
82,0,49972295.9872
78,0,49972297.2928
75,0,49972298.1632
81,0,49972299.2128
69,0,49972300.2752
71,0,49972301.376
77,0,49972302.4
81,0,49972303.4496
64,0,49972304.5376
74,0,49972305.5872
84,0,49972306.688
68,0,49972307.7376
76,0,49972308.7872
74,0,49972309.8624
66,0,49972310.9248
65,0,49972311.9872
61,0,49972313.0624
63,0,49972314.1632
74,0,49972315.2256
82,0,49972316.2752
65,0,49972317.376
75,0,49972318.4
78,0,49972319.4496
67,0,49972320.5248
65,0,49972321.5872
81,0,49972322.6496
61,0,49972323.712
63,0,49972324.8
77,0,49972325.8496
70,0,49972326.912
65,0,49972327.9744
66,0,49972329.024
82,0,49972330.112
79,0,49972331.1744
70,0,49972332.2752
77,0,49972333.376
79,0,49972334.3744
72,0,49972335.424
62,0,49972336.5504
63,0,49972337.5872
67,0,49972338.6496
66,0,49972339.712
74,0,49972340.7744
80,0,49972341.8368
68,0,49972342.912
73,0,49972343.9744
78,0,49972345.0368
65,0,49972346.1248
67,0,49972347.2128
77,0,49972348.224
58,0,49972349.3376
67,0,49972350.3616
69,0,49972351.4368
72,0,49972352.4864
67,0,49972353.5488
68,0,49972354.6112
75,0,49972355.6864
79,0,49972356.7488
69,0,49972357.8112
83,0,49972358.8736
77,0,49972359.936
64,0,49972361.0112
60,0,49972362.1248
60,0,49972363.1744
71,0,49972364.224
75,0,49972365.3376
66,0,49972366.3744
70,0,49972367.424
73,0,49972368.4864
67,0,49972369.5616
79,0,49972370.6112
69,0,49972371.6736
65,0,49972372.7488
66,0,49972373.7984
85,0,49972374.8608
83,0,49972375.9616
77,0,49972376.9984
79,0,49972378.0608
81,0,49972379.1232
79,0,49972380.224
68,0,49972381.2864
81,0,49972382.3744
72,0,49972383.4368
69,0,49972384.4608
83,0,49972385.4976
67,0,49972386.6112
67,0,49972387.6608
72,0,49972388.7488
79,0,49972389.7984
84,0,49972390.912
76,0,49972392
71,0,49972392.9984
68,0,49972394.0608
82,0,49972395.1232
77,0,49972396.2368
70,0,49972397.2864
79,0,49972398.3744
68,0,49972399.3728
65,0,49972400.5248
69,0,49972401.5104
74,0,49972402.5728
63,0,49972403.6608
64,0,49972404.7104
82,0,49972405.7728
74,0,49972406.8352
69,0,49972407.8976
62,0,49972408.96
80,0,49972410.048
74,0,49972411.0848
67,0,49972412.1856
68,0,49972413.248
70,0,49972414.336
72,0,49972415.3856
74,0,49972416.4864
81,0,49972417.4976
76,0,49972418.56
81,0,49972419.6608
79,0,49972420.6976
65,0,49972421.7856
75,0,49972422.8352
84,0,49972423.8976
80,0,49972424.9472
72,0,49972426.0224
81,0,49972427.136
71,0,49972428.1856
78,0,49972429.248
74,0,49972430.336
71,0,49972431.3728
81,0,49972432.4224
82,0,49972433.5872
80,0,49972434.5472
73,0,49972435.5968
71,0,49972436.6848
65,0,49972437.7472
62,0,49972438.7968
65,0,49972439.8848
71,0,49972440.9472
74,0,49972442.0224
73,0,49972443.136
66,0,49972444.1856
83,0,49972445.248
64,0,49972446.2848
61,0,49972447.3856
79,0,49972448.4224
63,0,49972449.472
67,0,49972450.5216
81,0,49972451.5968
78,0,49972452.672
62,0,49972453.7216
83,0,49972454.8096
80,0,49972455.8592
68,0,49972456.9216
81,0,49972458.1248
75,0,49972459.0464
67,0,49972460.1344
77,0,49972461.3248
71,0,49972462.2976
65,0,49972463.3344
71,0,49972464.384
70,0,49972465.4464
78,0,49972466.5472
78,0,49972467.6224
70,0,49972468.6592
61,0,49972469.7216
84,0,49972470.784
79,0,49972471.8592
72,0,49972472.9216
70,0,49972473.984
84,0,49972475.0464
81,0,49972476.1344
67,0,49972477.2224
67,0,49972478.2464
75,0,49972479.3344
67,0,49972480.384
72,0,49972481.4592
78,0,49972482.496
68,0,49972483.5712
58,0,49972484.6208
69,0,49972485.696
73,0,49972486.8096
66,0,49972487.8336
60,0,49972488.896
64,0,49972489.9712
69,0,49972491.0336
72,0,49972492.2624
78,0,49972493.184
75,0,49972494.2464
65,0,49972495.3472
81,0,49972496.384
81,0,49972497.4464
78,0,49972498.496
58,0,49972499.5456
64,0,49972500.6208
80,0,49972501.696
67,0,49972502.7584
65,0,49972503.8208
64,1,49972504.8832
78,1,49972505.9584
69,1,49972507.008
78,1,49972508.0704
64,1,49972509.2096
64,1,49972510.2464
68,1,49972511.296
75,1,49972512.384
60,1,49972513.408
67,1,49972514.4832
81,1,49972515.5456
81,1,49972516.608
81,1,49972517.7088
77,1,49972518.7456
66,1,49972519.7952
72,1,49972520.8704
70,1,49972521.9456
66,1,49972523.008
75,1,49972524.0704
64,1,49972525.1584
69,1,49972526.2848
71,1,49972527.3088
72,1,49972528.3968
59,1,49972529.3952
65,1,49972530.4704
76,1,49972531.52
66,1,49972532.608
68,1,49972533.6832
72,1,49972534.7328
60,1,49972535.7824
67,1,49972536.8576
75,1,49972537.92
67,1,49972538.9696
75,1,49972540.0448
82,1,49972541.1584
81,1,49972542.1952
81,1,49972543.3088
76,1,49972544.3584
65,1,49972545.3952
71,1,49972546.4576
71,1,49972547.5712
65,1,49972548.5952
72,1,49972549.6704
71,1,49972550.7072
63,1,49972551.7696
62,1,49972552.8448
71,1,49972553.9072
71,1,49972554.9824
67,1,49972556.0192
78,1,49972557.1712
68,1,49972558.208
66,1,49972559.3088
82,1,49972560.3584
76,1,49972561.3952
65,1,49972562.432
82,1,49972563.4944
80,1,49972564.5568
74,1,49972565.632
77,1,49972566.7072
79,1,49972567.7696
72,1,49972568.832
66,1,49972569.8944
71,1,49972570.9568
78,1,49972572.0448
66,1,49972573.0944
61,1,49972574.208
69,1,49972575.2576
77,1,49972576.6144
71,1,49972577.4464
59,1,49972578.4576
78,1,49972579.4816
82,1,49972580.5952
83,1,49972581.6064
66,1,49972582.6816
68,1,49972583.744
76,1,49972584.832
68,1,49972585.8816
67,1,49972586.944
81,1,49972587.9936
72,1,49972589.0688
66,1,49972590.144
70,1,49972591.2064
68,1,49972592.3072
80,1,49972593.408
80,1,49972594.4192
79,1,49972595.4816
81,1,49972596.5312
79,1,49972597.6064
76,1,49972598.6816
78,1,49972599.7312
61,1,49972600.8064
82,1,49972601.8688
81,1,49972602.9184
77,1,49972603.9936
68,1,49972605.056
75,1,49972606.1568
83,1,49972607.2064
68,1,49972608.3072
71,1,49972609.3568
77,1,49972610.4064
67,1,49972611.456
66,1,49972612.5184
66,1,49972613.5936
74,1,49972614.6432
69,1,49972615.7184
63,1,49972616.7808
72,1,49972617.8432
74,1,49972618.9312
80,1,49972619.9936
83,1,49972621.0688
73,1,49972622.1568
63,1,49972623.2064
73,1,49972624.256
80,1,49972625.3568
82,1,49972626.5216
60,1,49972627.456
67,1,49972628.5184
83,1,49972629.568
68,1,49972630.6432
74,1,49972631.7056
82,1,49972632.8064
66,1,49972633.8304
69,1,49972634.8928
67,1,49972635.9552
79,1,49972637.056
83,1,49972638.0928
76,1,49972639.2064
75,1,49972640.256
79,1,49972641.3184
71,1,49972642.4064
68,1,49972643.4432
74,1,49972644.4928
78,1,49972645.568
82,1,49972646.6176
75,1,49972647.7056
71,1,49972648.7552
75,1,49972649.8176
79,1,49972650.88
68,1,49972651.9552
73,1,49972653.0304
84,1,49972654.08
83,1,49972655.168
69,1,49972656.256
82,1,49972657.3184
74,1,49972658.5088
73,1,49972659.4176
68,1,49972660.4672
74,1,49972661.5424
66,1,49972662.6048
70,1,49972663.68
75,1,49972664.7296
72,1,49972665.8176
58,1,49972666.9312
70,1,49972667.904
75,1,49972668.992
72,1,49972670.0672
59,1,49972671.1552
71,1,49972672.2176
72,1,49972673.3184
81,1,49972674.368
68,1,49972675.4048
76,1,49972676.5952
80,1,49972677.5424
66,1,49972678.592
80,1,49972679.6544
79,1,49972680.7296
66,1,49972681.7792
68,1,49972682.8416
74,1,49972683.9296
65,1,49972684.992
64,1,49972686.0416
82,1,49972687.168
69,1,49972688.2176
66,1,49972689.2672
64,1,49972690.3168
80,1,49972691.4176
69,1,49972692.4544
67,1,49972693.4912
76,1,49972694.5664
76,1,49972695.6416
76,1,49972696.7808
80,1,49972697.8176
74,1,49972698.8544
72,1,49972699.904
80,1,49972700.9536
81,1,49972702.0288
81,1,49972703.104
71,1,49972704.1664
74,1,49972705.2672
83,1,49972706.3296
67,1,49972707.4176
61,1,49972708.5184
60,1,49972709.5168
77,1,49972710.5408
69,1,49972711.6288
66,1,49972712.6784
76,1,49972713.7536
77,1,49972714.8032
62,1,49972715.8656
76,1,49972716.9664
81,1,49972718.0032
75,1,49972719.0784
66,1,49972720.1792
67,1,49972721.216
69,1,49972722.3424
68,1,49972723.3664
68,1,49972724.4416
71,1,49972725.4784
81,1,49972726.5664
74,1,49972727.616
66,1,49972728.6784
76,1,49972729.7408
69,1,49972730.8032
65,1,49972731.8656
81,1,49972732.9152
76,1,49972734.0032
68,1,49972735.04
76,1,49972736.1792
73,1,49972737.2288
67,1,49972738.2656
80,1,49972739.3792
80,1,49972740.416
74,1,49972741.4528
77,1,49972742.5408
85,1,49972743.5776
75,1,49972744.6656
68,1,49972745.7536
70,1,49972746.8544
67,1,49972747.8656
70,1,49972748.9152
82,1,49972750.144
80,1,49972751.0784
62,1,49972752.1152
79,1,49972753.2288
83,1,49972754.2784
68,1,49972755.3792
76,1,49972756.416
77,1,49972757.4528
73,1,49972758.5152
84,1,49972759.5776
74,1,49972760.6272
66,1,49972761.7152
74,1,49972762.7776
83,1,49972763.8528
66,1,49972764.9152
73,1,49972765.9648
77,1,49972767.0272
67,1,49972768.2944
74,1,49972769.1776
82,1,49972770.2784
84,1,49972771.3408
84,1,49972772.416
83,1,49972773.4528
82,1,49972774.5024
68,1,49972775.552
69,1,49972776.64
80,1,49972777.6896
80,1,49972778.7648
66,1,49972779.84
80,1,49972780.8896
77,1,49972781.9648
68,1,49972783.0144
80,1,49972784.0896
78,1,49972785.1776
72,1,49972786.24
73,1,49972787.4304
81,1,49972788.3776
81,1,49972789.4272
69,1,49972790.4768
71,1,49972791.552
69,1,49972792.6144
76,1,49972793.664
68,1,49972794.7392
70,1,49972795.8016
77,1,49972796.8896
76,1,49972797.952
78,1,49972799.0144
78,1,49972800.2944
74,1,49972801.1776
68,1,49972802.2272
82,1,49972803.2768
78,1,49972804.3776
72,1,49972805.4272
73,1,49972806.4768
84,1,49972807.5392
80,1,49972808.5888
70,1,49972809.6768
70,1,49972810.7264
82,1,49972811.8144
65,1,49972812.864
72,1,49972813.9264
79,1,49972814.9888
59,1,49972816.0512
64,1,49972817.1136
66,1,49972818.1888
76,1,49972819.2768
60,1,49972820.3392
70,1,49972821.4272
66,1,49972822.464
59,1,49972823.5136
67,1,49972824.5888
67,1,49972825.664
74,1,49972826.7264
79,1,49972827.8016
68,1,49972828.864
72,1,49972829.9136
82,1,49972830.9632
62,1,49972832.0384
60,1,49972833.1136
76,1,49972834.176
70,1,49972835.2768
65,1,49972836.3392
68,1,49972837.4272
80,1,49972838.4256
79,1,49972839.488
70,1,49972840.5632
75,1,49972841.6512
78,1,49972842.688
74,1,49972843.776
72,1,49972844.8256
76,1,49972845.9008
73,1,49972846.9504
81,1,49972848.0128
78,1,49972849.1008
69,1,49972850.176
67,1,49972851.2896
71,1,49972852.352
83,1,49972853.3888
60,1,49972854.4256
63,1,49972855.488
82,1,49972856.5376
66,1,49972857.6512
69,1,49972858.7008
71,1,49972859.7632
74,1,49972860.8256
68,1,49972861.888
65,1,49972862.9632
78,1,49972864.0128
67,1,49972865.0624
70,1,49972866.1376
76,1,49972867.2384
81,1,49972868.288
80,1,49972869.3888
68,1,49972870.4512
79,1,49972871.4624
79,1,49972872.5376
82,1,49972873.6256
83,1,49972874.6752
80,1,49972875.7504
73,1,49972876.8256
64,1,49972877.888
63,1,49972878.976
72,1,49972880.0128
66,1,49972881.0624
79,1,49972882.1888
63,1,49972883.2384
60,1,49972884.288
73,1,49972885.3376
79,1,49972886.4384
64,1,49972887.4752
77,1,49972888.5248
67,1,49972889.6
74,1,49972890.6752
81,1,49972891.7248
68,1,49972892.8896
76,1,49972893.8496
82,1,49972894.912
60,1,49972896.2816
66,1,49972897.0496
75,1,49972898.1248
77,1,49972899.1872
74,1,49972900.288
69,1,49972901.3504
64,1,49972902.4384
63,1,49972903.4624
72,1,49972904.5248
70,1,49972905.6
67,1,49972906.6496
65,1,49972907.7248
73,1,49972908.7744
67,1,49972909.8624
68,1,49972910.912
74,1,49972912.0128
71,1,49972913.0496
58,1,49972914.0992
82,1,49972915.1872
84,1,49972916.2496
78,1,49972917.3376
79,1,49972918.4
84,1,49972919.4368
80,1,49972920.4992
59,1,49972921.5744
68,1,49972922.624
82,1,49972923.6992
81,1,49972924.7616
81,1,49972925.8112
70,1,49972926.912
60,1,49972927.9872
82,1,49972929.0496
69,1,49972930.0992
80,1,49972931.1872
83,1,49972932.3904
79,1,49972933.3632
73,1,49972934.4
78,1,49972935.4624
83,1,49972936.4992
60,1,49972937.5616
61,1,49972938.624
70,1,49972939.712
72,1,49972940.7616
68,1,49972941.8112
63,1,49972942.9248
80,1,49972943.9744
77,1,49972945.024
70,1,49972946.0992
81,1,49972947.1488
79,1,49972948.1984
65,1,49972949.2992
65,1,49972950.4
67,1,49972951.4496
67,1,49972952.4736
73,1,49972953.5616
78,1,49972954.624
62,1,49972955.6736
83,1,49972956.736
82,1,49972957.824
81,1,49972958.8864
68,1,49972959.9488
79,1,49972961.0112
75,1,49972962.0736
76,1,49972963.136
78,1,49972964.1984
80,1,49972965.2992
58,1,49972966.3488
62,1,49972967.4496
77,1,49972968.4608
72,1,49972969.5232
68,1,49972970.5728
74,1,49972971.6608
71,1,49972972.6976
67,1,49972973.7856
69,1,49972974.8352
70,1,49972975.9104
74,1,49972976.9984
72,1,49972978.176
78,1,49972979.136
75,1,49972980.1984
67,1,49972981.2736
80,1,49972982.3616
77,1,49972983.4112
59,1,49972984.448
82,1,49972985.5104
75,1,49972986.5856
71,1,49972987.648
69,1,49972988.7744
66,1,49972989.7984
68,1,49972990.8736
80,1,49972991.9104
74,1,49972992.9856
72,1,49972994.0352
75,1,49972995.0976
78,1,49972996.2112
69,1,49972997.2608
74,1,49972998.3104
75,1,49972999.4112
79,1,49973000.448
71,1,49973001.5104
65,0,49973002.56
61,0,49973003.6352
69,0,49973004.7232
79,0,49973005.76
84,0,49973006.8608
69,0,49973007.9232
64,0,49973008.9728
68,0,49973010.0352
70,0,49973011.0976
68,0,49973012.2112
74,0,49973013.2096
69,0,49973014.2976
60,0,49973015.36
62,0,49973016.4608
79,0,49973017.6128
70,0,49973018.5728
66,0,49973019.6224
81,0,49973020.672
79,0,49973021.7344
82,0,49973022.7968
66,0,49973023.872
74,0,49973024.96
77,0,49973025.9968
67,0,49973027.072
67,0,49973028.1344
64,0,49973029.2608
79,0,49973030.3104
62,0,49973031.36
64,0,49973032.448
83,0,49973033.4592
73,0,49973034.5344
65,0,49973035.6096
79,0,49973036.6848
70,0,49973037.7344
67,0,49973038.7968
77,0,49973040.384
81,0,49973040.9344
77,0,49973041.984
67,0,49973043.0592
64,0,49973044.1344
76,0,49973045.2096
65,0,49973046.2592
69,0,49973047.4112
78,0,49973048.4096
65,0,49973049.4592
65,0,49973050.5088
69,0,49973051.584
75,0,49973052.672
81,0,49973053.7344
82,0,49973054.784
78,0,49973055.8592
70,0,49973056.9216
79,0,49973058.0224
67,0,49973059.0464
65,0,49973060.1216
73,0,49973061.2096
66,0,49973062.3872
66,0,49973063.36
65,0,49973064.4096
78,0,49973065.4464
81,0,49973066.5216
79,0,49973067.5712
71,0,49973068.6848
76,0,49973069.696
77,0,49973070.784
69,0,49973071.8336
73,0,49973072.896
80,0,49973073.9584
64,0,49973075.1232
67,0,49973076.1216
74,0,49973077.2096
72,0,49973078.2592
73,0,49973079.3088
75,0,49973080.4224
76,0,49973081.472
68,0,49973082.496
69,0,49973083.5712
74,0,49973084.6464
84,0,49973085.7088
82,0,49973086.7456
66,0,49973087.8336
74,0,49973088.896
78,0,49973089.9968
73,0,49973091.0208
63,0,49973092.0832
60,0,49973093.248
82,0,49973094.272
78,0,49973095.2704
67,0,49973096.3712
78,0,49973097.4336
80,0,49973098.4704
75,0,49973099.5456
68,0,49973100.5952
71,0,49973101.6704
78,0,49973102.72
81,0,49973103.808
76,0,49973104.896
78,0,49973105.9328
85,0,49973107.0208
80,0,49973108.0704
73,0,49973109.1456
69,0,49973110.2208
73,0,49973111.3216
80,0,49973112.3712
68,0,49973113.4336
81,0,49973114.4704
81,0,49973115.52
64,0,49973116.5952
72,0,49973117.6576
79,0,49973118.7328
76,0,49973119.7952
64,0,49973120.8704
62,0,49973121.92
73,0,49973122.9952
68,0,49973124.0448
66,0,49973125.1072
76,0,49973126.4
73,0,49973127.2704
69,0,49973128.3328
64,0,49973129.408
59,0,49973130.4704
62,0,49973131.52
77,0,49973132.5952
73,0,49973133.6576
79,0,49973134.7072
68,0,49973135.7824
67,0,49973136.832
68,0,49973137.9072
76,0,49973138.9696
76,0,49973140.0448
71,0,49973141.0944
69,0,49973142.1696
78,0,49973143.2704
70,0,49973144.3456
67,0,49973145.3824
67,0,49973146.4704
78,0,49973147.5072
69,0,49973148.5568
74,0,49973149.632
79,0,49973150.6816
66,0,49973151.7568
73,0,49973152.8064
83,0,49973153.8944
83,0,49973154.9568
77,0,49973156.0192
82,0,49973157.0944
81,0,49973158.1568
75,0,49973159.2192
67,0,49973160.32
74,0,49973161.5104
78,0,49973162.4704
66,0,49973163.4688
71,0,49973164.5568
83,0,49973165.5936
83,0,49973166.6944
58,0,49973167.744
75,0,49973168.8064
81,0,49973169.856
75,0,49973170.9312
82,0,49973172.0064
81,0,49973173.0688
67,0,49973174.1312
69,0,49973175.2192
66,0,49973176.2816
80,0,49973177.344
67,0,49973178.432
71,0,49973179.4688
67,0,49973180.5312
70,0,49973181.5808
66,0,49973182.656
67,0,49973183.7568
72,0,49973184.7936
83,0,49973185.8432
61,0,49973186.9184
68,0,49973188.0192
79,0,49973189.056
70,0,49973190.1184
62,0,49973191.232
66,0,49973192.2688
81,0,49973193.4336
73,0,49973194.3808
65,0,49973195.4816
81,0,49973196.5184
75,0,49973197.6064
60,0,49973198.656
83,0,49973199.7056
75,0,49973200.7552
70,0,49973201.8176
74,0,49973202.9056
81,0,49973203.9552
77,0,49973205.0304
73,0,49973206.1056
70,0,49973207.168
65,0,49973208.2816
65,0,49973209.344
63,0,49973210.3808
73,0,49973211.4816
72,0,49973212.5056
67,0,49973213.568
68,0,49973214.6432
77,0,49973215.6928
79,0,49973216.7424
75,0,49973217.8304
67,0,49973218.88
68,0,49973219.9552
82,0,49973221.0048
64,0,49973222.08
60,0,49973223.1808
65,0,49973224.2304
76,0,49973225.3184
83,0,49973226.3552
77,0,49973227.4432
66,0,49973228.48
67,0,49973229.5168
68,0,49973230.592
79,0,49973231.6672
80,0,49973232.7552
82,0,49973233.792
84,0,49973234.88
75,0,49973235.9424
69,0,49973236.9792
69,0,49973238.0672
78,0,49973239.1168
76,0,49973240.1792
69,0,49973241.3184
65,0,49973242.3296
65,0,49973243.4432
74,0,49973244.48
62,0,49973245.5296
63,0,49973246.592
83,0,49973247.6416
80,0,49973248.7168
79,0,49973249.7664
63,0,49973250.8544
70,0,49973251.8912
84,0,49973252.9664
67,0,49973254.0416
68,0,49973255.0912
64,0,49973256.1664
71,0,49973257.4336
72,0,49973258.3296
81,0,49973259.4432
82,0,49973260.5184
69,0,49973261.4912
67,0,49973262.5664
72,0,49973263.616
67,0,49973265.1264
67,0,49973265.7536
70,0,49973266.8288
81,0,49973267.8912
84,0,49973268.9536
65,0,49973270.016
70,0,49973271.0912
73,0,49973272.1408
73,0,49973273.3312
60,0,49973274.2912
62,0,49973275.3536
77,0,49973276.4672
78,0,49973277.5168
81,0,49973278.5408
66,0,49973279.6032
64,0,49973280.6784
69,0,49973281.728
79,0,49973282.8032
79,0,49973283.8912
75,0,49973284.9408
74,0,49973286.0288
60,0,49973287.0656
78,0,49973288.1408
69,0,49973289.28
67,0,49973290.2912
69,0,49973291.3408
72,0,49973292.4416
66,0,49973293.568
65,0,49973294.528
77,0,49973295.6032
75,0,49973296.6528
83,0,49973297.728
61,0,49973298.8032
61,0,49973299.8528
77,0,49973300.9024
73,0,49973301.9904
68,0,49973303.0272
68,0,49973304.1024
80,0,49973305.1776
78,0,49973306.24
72,0,49973307.2896
72,0,49973308.672
70,0,49973309.5808
63,0,49973310.528
74,0,49973311.5904
79,0,49973312.6528
76,0,49973313.7024
71,0,49973314.7904
68,0,49973315.8272
67,0,49973316.9024
73,0,49973317.9648
61,0,49973319.04
64,0,49973320.0896
84,0,49973321.1648
83,0,49973322.24
71,0,49973323.3024
80,0,49973324.3904
79,0,49973325.4528
80,0,49973326.5664
63,0,49973327.5904
75,0,49973328.8704
75,0,49973329.6768
69,0,49973330.7392
68,0,49973331.8016
68,0,49973332.864
71,0,49973333.952
69,0,49973335.0272
72,0,49973336.0896
78,0,49973337.1392
80,0,49973338.24
78,0,49973339.4048
66,0,49973340.352
78,0,49973341.4528
82,0,49973342.528
65,0,49973343.552
69,0,49973344.6144
79,0,49973345.6768
66,0,49973346.7264
62,0,49973347.7888
77,0,49973348.864
78,0,49973349.9264
65,0,49973350.9888
59,0,49973352.0512
80,0,49973353.1136
67,0,49973354.176
69,0,49973355.3024
72,0,49973356.352
66,0,49973357.4016
68,0,49973358.5024
74,0,49973359.552
72,0,49973360.8832
74,0,49973361.6512
75,0,49973362.7392
73,0,49973363.7888
75,0,49973364.864
77,0,49973365.9136
83,0,49973366.9888
81,0,49973368.0512
66,0,49973369.1392
74,0,49973370.1888
79,0,49973371.2512
66,0,49973372.352
60,0,49973373.4144
71,0,49973374.5024
75,0,49973375.488
70,0,49973376.6528
66,0,49973377.6384
81,0,49973378.688
78,0,49973379.7632
77,0,49973380.8128
72,0,49973381.888
66,0,49973382.9632
72,0,49973384.0256
70,0,49973385.088
69,0,49973386.1504
70,0,49973387.2512
80,0,49973388.352
83,0,49973389.4144
82,0,49973390.4512
68,0,49973391.5776
73,0,49973392.576
74,0,49973393.6256
65,0,49973394.6752
74,0,49973395.7504
80,0,49973396.8128
72,0,49973397.8624
64,0,49973399.104
69,0,49973399.9872
71,0,49973401.0752
67,0,49973402.1248
71,0,49973403.2512
71,0,49973404.3008
64,0,49973405.3632
67,0,49973406.4128
84,0,49973407.5008
78,0,49973408.5632
59,0,49973409.6256
59,0,49973410.6624
66,0,49973411.7376
67,0,49973412.8128
76,0,49973413.8624
83,0,49973414.9376
82,0,49973416
60,0,49973417.0624
81,0,49973418.1376
83,0,49973419.2384
71,0,49973420.3392
66,0,49973421.376
63,0,49973422.4128
74,0,49973423.5008
67,0,49973424.512
68,0,49973425.6896
74,0,49973426.6368
76,0,49973427.7504
60,0,49973428.7744
77,0,49973429.8496
80,0,49973430.8992
75,0,49973431.9616
74,0,49973433.0368
80,0,49973434.0864
77,0,49973435.1616
72,0,49973436.2496
72,0,49973437.3632
63,0,49973438.4
63,0,49973439.5136
64,0,49973440.512
75,0,49973441.5744
72,0,49973442.6368
64,0,49973443.6992
68,0,49973444.7872
76,0,49973445.8368
64,0,49973446.9376
60,0,49973447.9616
82,0,49973449.0368
83,0,49973450.1632
80,0,49973451.136
66,0,49973452.2624
82,0,49973453.3248
82,0,49973454.3616
74,0,49973455.4624
76,0,49973456.512
74,0,49973457.5488
70,0,49973458.624
80,0,49973459.7248
73,0,49973460.7232
64,0,49973461.824
63,0,49973462.8736
59,0,49973463.9488
59,0,49973465.0112
72,0,49973466.0864
81,0,49973467.1488
70,0,49973468.2112
68,0,49973469.3632
67,0,49973470.3616
76,0,49973471.424
73,0,49973472.512
67,0,49973473.536
73,0,49973474.5984
76,0,49973475.648
81,0,49973476.736
70,0,49973477.7984
81,0,49973478.8608
80,0,49973479.9232
74,0,49973480.9856
62,0,49973482.048
65,0,49973483.1104
84,0,49973484.1728
69,0,49973485.2736
68,0,49973486.3616
73,0,49973487.424
76,0,49973488.512
73,0,49973489.6384
79,0,49973490.5984
83,0,49973491.7376
76,0,49973492.7232
65,0,49973493.7728
61,0,49973494.848
63,0,49973495.9104
72,0,49973496.96
67,0,49973498.048
67,0,49973499.0976
74,0,49973500.1856
76,0,49973501.2736
67,0,49973502.3232
78,0,49973503.3728
78,0,49973504.4608
66,0,49973505.5104
