VideoFrameCount,LEDAsync,ArduinoTime,BonsaiTime
0,361190,6864,59977121.216
0,360401,6884,59983952.2304
1,357649,6934,59983983.5648
2,356661,6965,59984032.8064
3,355318,6995,59984057.8816
4,352244,7025,59984090.304
5,353456,7075,59984122.56
6,356596,7105,59984170.5984
7,359619,7136,59984201.9584
8,363150,7176,59984235.5456
9,366180,7206,59984266.816
10,321958,7256,59984298.7776
11,184471,7286,59984346.8416
12,184377,7316,59984379.1488
13,184754,7346,59984410.88
14,184417,7396,59984443.3536
15,184355,7426,59984494.4256
16,184714,7456,59984524.1344
17,184454,7497,59984555.776
18,184627,7527,59984587.904
19,184614,7577,59984619.0464
20,184090,7607,59984667.2768
21,184288,7638,59984698.5856
22,184786,7668,59984731.904
23,184450,7718,59984764.6336
24,184413,7748,59984813.4272
25,184178,7778,59984842.9696
26,184593,7818,59984874.6496
27,184414,7848,59984908.0704
28,184533,7898,59984939.392
29,184558,7928,59984987.264
30,184600,7958,59985018.944
31,184255,7989,59985051.712
32,184445,8039,59985083.008
33,184425,8069,59985131.2896
34,184838,8099,59985163.5072
35,184388,8139,59985195.0592
36,184561,8170,59985227.9936
37,184764,8210,59985259.7248
38,184523,8250,59985306.8672
39,184518,8280,59985339.0976
40,184483,8310,59985371.5456
41,184719,8360,59985404.1216
42,184493,8390,59985451.5712
43,184458,8420,59985483.2896
44,184751,8460,59985515.6608
45,184488,8491,59985549.376
46,184862,8541,59985581.0048
47,184321,8571,59985633.3696
48,184576,8601,59985663.5136
49,184522,8631,59985691.2512
50,184413,8682,59985723.0336
51,184730,8712,59985771.0592
52,184576,8742,59985801.8944
53,368164,8772,59985835.4048
54,368040,8812,59985866.2656
55,367865,8852,59985899.072
56,368402,8892,59985946.2784
57,367785,8922,59985979.7888
58,367170,8952,59986010.9952
59,366948,9003,59986044.0576
60,366747,9033,59986091.5968
61,365813,9063,59986123.2128
62,366823,9093,59986155.7248
63,366446,9133,59986186.7136
64,366244,9174,59986218.624
65,366651,9204,59986266.7776
66,367216,9244,59986299.0848
67,183713,9274,59986330.9568
68,183280,9324,59986361.9584
69,183938,9354,59986411.7888
70,183569,9384,59986441.7792
71,183362,9414,59986475.2512
72,183307,9454,59986507.4432
73,183886,9494,59986539.1744
74,184598,9525,59986586.8032
75,183957,9565,59986618.9184
76,184115,9595,59986650.1888
77,184795,9645,59986682.1248
78,186363,9675,59986731.4176
79,186056,9706,59986762.8544
80,184567,9736,59986794.88
81,183941,9786,59986827.456
82,184636,9816,59986874.7264
83,184646,9846,59986907.1104
84,185137,9886,59986938.56
85,184368,9916,59986971.5328
86,184457,9966,59987003.4816
87,184312,9996,59987051.0464
88,185417,10027,59987083.2384
89,184517,10057,59987114.3552
90,185292,10107,59987147.0464
91,184280,10137,59987195.7376
92,185044,10167,59987226.7776
93,184497,10208,59987258.5984
94,185323,10238,59987290.8416
95,184821,10288,59987322.816
96,184971,10318,59987370.2016
97,184322,10348,59987403.1104
98,184877,10378,59987434.5088
99,185429,10428,59987467.4304
100,186212,10458,59987514.9824
101,185396,10488,59987547.1744
102,184089,10528,59987578.5472
103,183823,10559,59987611.072
104,184750,10599,59987642.304
105,185604,10639,59987689.8176
106,185066,10669,59987721.9328
107,185464,10699,59987754.88
108,185835,10750,59987787.8656
109,185784,10780,59987834.048
110,184295,10810,59987869.888
111,184638,10850,59987899.9296
112,184711,10880,59987931.5456
113,186023,10920,59987962.7264
114,184540,10960,59988010.24
115,184478,10990,59988043.1232
116,183958,11020,59988076.0576
117,185406,11071,59988107.392
118,187178,11101,59988154.7008
119,185573,11131,59988187.4816
120,190083,11161,59988218.9696
121,185956,11201,59988250.9056
122,185649,11242,59988281.2928
123,184812,11282,59988331.7888
124,185268,11312,59988362.4704
125,186916,11342,59988394.9824
126,186294,11392,59988426.368
127,186278,11422,59988475.2128
128,185596,11462,59988506.3296
129,186662,11492,59988543.8592
130,185752,11522,59988575.4496
131,184678,11563,59988604.1472
132,185245,11603,59988650.8544
133,185548,11633,59988683.6096
134,186596,11663,59988714.5728
135,184911,11713,59988746.0352
136,189176,11744,59988794.0352
137,185914,11774,59988827.9424
138,185830,11804,59988858.0864
139,193870,11834,59988892.7104
140,186942,11884,59988921.9968
141,187673,11924,59988971.1616
142,184269,11954,59989002.6496
143,185058,11984,59989035.8784
144,184503,12034,59989066.5472
145,184525,12064,59989114.5472
146,183896,12095,59989146.0736
147,183482,12125,59989180.6976
148,184466,12165,59989210.8288
149,184595,12205,59989242.112
150,185322,12246,59989290.4448
151,185701,12276,59989323.5456
152,184768,12306,59989354.3552
153,185232,12356,59989387.0464
154,185074,12386,59989434.624
155,185804,12416,59989466.0864
156,185462,12446,59989499.9296
157,185996,12476,59989530.6624
158,185476,12526,59989561.856
159,185177,12556,59989610.112
160,292636,12597,59989642.3424
161,369429,12627,59989675.4176
162,368549,12677,59989706.1888
163,368440,12707,59989755.1104
164,368590,12737,59989786.1504
165,368600,12768,59989818.88
166,369327,12818,59989850.9824
167,368982,12848,59989898.1632
168,368330,12888,59989930.2528
169,367943,12918,59989963.7504
170,367775,12948,59989994.5216
171,367177,12998,59990027.4048
172,368121,13028,59990074.56
173,368032,13058,59990107.6608
174,285892,13088,59990139.4304
175,184510,13139,59990171.392
176,184437,13169,59990218.176
177,184459,13199,59990252.48
178,184319,13239,59990283.3408
179,184292,13270,59990314.6496
180,185694,13320,59990347.0592
181,185709,13350,59990395.1744
182,185356,13380,59990426.7392
183,185654,13410,59990458.5088
184,185494,13460,59990490.4832
185,184649,13490,59990539.6864
186,184036,13530,59990570.8416
187,184211,13560,59990603.5456
188,185603,13590,59990634.4704
189,185145,13631,59990667.4176
190,184827,13671,59990714.4576
191,185024,13701,59990747.6736
192,184511,13731,59990778.7136
193,184110,13782,59990810.4192
194,183804,13812,59990858.432
195,182822,13842,59990891.9168
196,183473,13872,59990923.648
197,184053,13912,59990954.4704
198,184893,13962,59990986.4192
199,186419,13992,59991035.8528
200,185903,14022,59991068.4672
201,184825,14052,59991099.6736
202,184517,14102,59991130.4448
203,184458,14133,59991179.6864
204,184461,14163,59991211.584
205,185288,14193,59991242.752
206,185790,14233,59991274.8928
207,184204,14283,59991306.2016
208,183961,14314,59991355.7632
209,183865,14344,59991386.6368
210,183729,14374,59991419.5712
211,184333,14424,59991451.1232
212,184578,14454,59991500.1344
213,184738,14484,59991531.2384
214,184996,14514,59991563.7248
215,184942,14554,59991594.7904
216,184944,14604,59991628.8256
217,184674,14635,59991675.328
218,184757,14665,59991706.688
219,184692,14695,59991738.6752
220,184556,14745,59991770.9824
221,184657,14775,59991818.7136
222,184552,14806,59991851.7376
223,185147,14836,59991883.8016
224,184954,14876,59991915.5072
225,184531,14916,59991947.3664
226,184920,14956,59991995.9424
227,184622,14986,59992027.904
228,184822,15016,59992060.0704
229,184953,15066,59992092.3648
230,185162,15096,59992139.0464
231,185131,15126,59992171.4176
232,185053,15157,59992202.88
233,185143,15197,59992234.7904
234,184808,15237,59992268.0704
235,185114,15277,59992315.0976
236,184789,15307,59992348.6848
237,185278,15338,59992378.8288
238,185163,15388,59992412.0064
239,184889,15418,59992459.584
240,184915,15448,59992492.0448
241,185157,15478,59992524.352
242,184818,15518,59992555.2256
243,185130,15558,59992587.6096
244,184888,15598,59992635.456
245,184835,15628,59992667.2
