Wheel,LastSyncPulseTime,ArduinoTime,BonsaiTime,RenderFrameCount
3597,7836,8079,60730126.1568,487
3598,7836,8089,60730136.2944,488
3599,7836,8099,60730146.4576,488
3600,7836,8109,60730155.6736,489
3601,7836,8119,60730165.9648,489
3602,7836,8129,60730176.0768,490
3603,7836,8139,60730186.2656,491
3604,7836,8150,60730196.5312,491
3605,7836,8160,60730206.7328,492
3605,7836,8170,60730216.9856,492
3606,7836,8180,60730227.1232,493
3606,7836,8190,60730237.4016,494
3607,7836,8200,60730246.592,494
3607,7836,8210,60730256.832,495
3607,7836,8220,60730266.9824,495
3607,7836,8230,60730277.2224,496
3607,7836,8240,60730286.4512,497
3607,7836,8250,60730296.5504,497
3607,7836,8260,60730306.8928,498
3607,7836,8270,60730317.2096,498
3607,7836,8280,60730326.2976,499
3607,7836,8290,60730336.4224,500
3607,7836,8300,60730346.7264,500
3607,7836,8310,60730356.8512,501
3607,7836,8320,60730366.0288,501
3607,7836,8330,60730376.2944,502
3607,7836,8340,60730386.4832,503
3607,7836,8350,60730397.2608,503
3607,7836,8360,60730406.9632,504
3607,7836,8370,60730416.1536,504
3607,7836,8380,60730426.3296,505
3607,7836,8390,60730436.5696,506
3607,7836,8400,60730446.7328,506
3607,7836,8410,60730455.9616,507
3608,7836,8420,60730466.2016,507
3608,7836,8430,60730476.3264,508
3608,7836,8440,60730486.5792,509
3608,7836,8450,60730495.872,509
3608,7836,8460,60730506.0608,510
3608,7836,8470,60730516.1728,510
3608,7836,8480,60730526.528,511
3608,7836,8491,60730536.6528,512
3608,7836,8501,60730546.88,512
3608,7836,8511,60730557.1456,513
3608,7836,8521,60730567.2832,514
3608,7836,8531,60730577.5488,514
3608,7836,8541,60730586.7392,515
3608,7836,8551,60730596.9408,515
3608,7836,8561,60730607.1552,516
3608,7836,8571,60730617.28,517
3608,7836,8581,60730626.4704,517
3608,7836,8591,60730636.8,518
3608,7836,8601,60730646.912,518
3608,7836,8611,60730657.28,519
3608,7836,8621,60730666.432,520
3608,7836,8631,60730676.6592,520
3608,7836,8641,60730686.848,521
3608,7836,8651,60730697.1008,521
3608,7836,8662,60730707.2,522
3608,7836,8672,60730717.4656,523
3608,7836,8682,60730727.6032,523
3608,7836,8692,60730737.9584,524
3608,7836,8702,60730748.1216,524
3608,7836,8712,60730757.4144,525
3608,7836,8722,60730767.5264,526
3608,7836,8732,60730777.7664,526
3608,7836,8742,60730787.8912,527
3608,7836,8752,60730797.0688,527
3608,7836,8762,60730807.3984,528
3609,7836,8772,60730817.4976,529
3609,7836,8782,60730827.84,529
3609,7836,8792,60730836.9792,530
3609,7836,8802,60730847.1168,530
3609,7836,8812,60730857.3824,531
3609,7836,8822,60730867.6352,532
3609,7836,8832,60730876.7488,532
3609,7836,8842,60730886.976,533
3609,7836,8852,60730897.3312,533
3609,7836,8862,60730907.392,534
3609,7836,8872,60730917.6704,535
3609,7836,8882,60730926.9248,535
3609,7836,8892,60730937.024,536
3609,7836,8902,60730947.264,536
3609,7836,8912,60730957.4784,537
3609,7836,8922,60730966.6048,538
3609,7836,8932,60730976.9984,538
3609,7836,8942,60730987.1232,539
3609,7836,8952,60730997.2864,539
3609,7836,8962,60731006.5024,540
3609,7836,8972,60731016.7424,541
3610,7836,8982,60731026.9184,541
3610,7836,8992,60731037.12,542
3610,7836,9003,60731047.296,542
3610,7836,9013,60731057.6512,543
3610,7836,9023,60731067.9424,544
3610,7836,9033,60731077.9648,544
3610,7836,9043,60731088.2176,545
3610,7836,9053,60731097.472,545
3610,7836,9063,60731107.5712,546
3610,7836,9073,60731117.888,547
3610,7836,9083,60731127.9872,547
3610,7836,9093,60731137.2032,548
3610,7836,9103,60731147.4176,549
3610,7836,9113,60731157.7088,549
3610,7836,9123,60731167.8464,550
3610,7836,9133,60731177.0496,550
3610,7836,9143,60731187.3024,551
3610,7836,9153,60731197.4656,552
3610,7836,9163,60731207.7056,552
3610,7836,9174,60731217.9328,553
3610,7836,9184,60731228.1088,553
3610,7836,9194,60731238.4,554
3610,7836,9204,60731248.5504,555
3610,7836,9214,60731258.7904,555
3610,7836,9224,60731268.0192,556
3610,7836,9234,60731278.1312,556
3610,7836,9244,60731288.4224,557
3610,7836,9254,60731298.5472,558
3610,7836,9264,60731307.7888,558
3610,7836,9274,60731318.0032,559
3610,7836,9284,60731328.2816,559
3610,7836,9294,60731338.4448,560
3610,7836,9304,60731347.6096,561
3610,7836,9314,60731357.9264,561
3610,7836,9324,60731368.0384,562
3610,7836,9334,60731378.3168,562
3610,7836,9344,60731387.4816,563
3610,7836,9354,60731397.632,564
3610,7836,9364,60731407.936,564
3610,7836,9374,60731418.1888,565
3610,7836,9384,60731428.288,565
3610,7836,9394,60731437.6448,566
3610,7836,9404,60731447.8208,567
3610,7836,9414,60731457.984,567
3610,7836,9424,60731468.2112,568
3610,7836,9434,60731477.6064,568
3610,7836,9444,60731487.5776,569
3610,7836,9454,60731497.8304,570
3610,7836,9464,60731508.2112,570
3610,7836,9474,60731517.2992,571
3610,7836,9484,60731527.4368,571
3610,7836,9494,60731537.6896,572
3610,7836,9504,60731547.8656,573
3610,7836,9515,60731558.1696,573
3610,7836,9525,60731568.256,574
3610,7836,9535,60731578.5472,575
3610,7836,9545,60731588.6976,575
3610,7836,9555,60731598.9632,576
3610,7836,9565,60731608.1664,576
3610,7836,9575,60731618.3936,577
3610,7836,9585,60731628.5952,578
3610,7836,9595,60731638.8096,578
3610,7836,9605,60731648.064,579
3610,7836,9615,60731658.176,579
3610,7836,9625,60731668.4032,580
3610,7836,9635,60731678.5792,581
3610,7836,9645,60731687.8208,581
3610,7836,9655,60731698.0864,582
